EID	Standardized.Epigenome.name	15_Quies	1_TssA	14_ReprPCWk	9_Het	7_Enh	5_TxWk	2_TssAFlnk	10_TssBiv	4_Tx	13_ReprPC	12_EnhBiv	11_BivFlnk	8_ZNF/Rpts	6_EnhG	3_TxFlnk
E075	Colonic Mucosa	0.001	0.998	0.001	0.182	0.613	1	0.999	0.169	1	0.983	0.975	0.999	0.97	0.916	0.974
E076	Colon Smooth Muscle	0.001	1	0.001	0.001	0.989	1	0.854	0.872	1	0.985	0.72	0.812	0.859	1	0.707
E077	Duodenum Mucosa	0.001	1	0.001	0.384	0.929	1	0.89	0.773	1	0.794	0.002	0.932	0.761	1	0.988
E078	Duodenum Smooth Muscle	0.001	1	0.001	0.187	0.981	1	0.771	0.667	1	0.406	0.865	0.995	0.048	1	0.725
E079	Esophagus	0.001	1	0.001	0.001	0.038	1	0.996	0.001	1	0.274	0.838	1	0.989	1	0.001
E080	Fetal Adrenal Gland	0.001	1	0.001	0.094	0.187	1	0.812	0.996	1	0.001	0.991	0.991	1	1	0.799
E081	Fetal Brain Male	0.001	0.998	0.001	0.34	0.587	1	0.984	0.016	1	0.171	0.802	0.374	0.997	0.992	1
E082	Fetal Brain Female	0.001	1	0.206	0.001	0.633	1	0.612	0.47	1	0.078	0.788	1	0.856	0.468	0.798
E083	Fetal Heart	0.001	0.994	0.001	0.789	1	1	0.951	1	1	0.016	0.675	1	0.927	0.964	1
E084	Fetal Intestine Large	0.001	1	0.001	0.208	0.999	1	0.954	0.026	1	0.026	0.998	0.924	1	1	0.951
E085	Fetal Intestine Small	0.001	1	0.001	0.489	0.998	1	0.769	0.234	1	0.348	0.91	0.991	1	1	0.942
E086	Fetal Kidney	0.001	1	0.001	0.089	0.936	1	0.501	0.983	1	0.99	0.952	0.775	1	0.796	0.166
E087	Pancreatic Islets	0.001	1	0.001	0.001	0.999	1	0.139	0.075	1	0.033	0.001	1	0.868	1	1
E088	Fetal Lung	0.001	1	0.001	0.001	0.892	1	0.58	0.958	1	0.001	0.852	0.575	1	0.776	0.175
E089	Fetal Muscle Trunk	0.001	0.998	0.001	0.429	0.225	1	1	0.981	1	0.063	0.512	0.997	0.997	1	0.642
E090	Fetal Muscle Leg	0.001	0.997	0.001	0.449	0.001	1	1	1	1	0.007	0.896	1	1	1	0.745
E091	Placenta	0.001	1	0.001	0.374	0.9	1	0.967	0.43	1	0.007	0.981	0.39	0.951	1	0.818
E092	Fetal Stomach	0.001	1	0.001	0.014	0.001	1	0.968	0.746	1	0.001	0.485	1	1	0.996	0.798
E093	Fetal Thymus	0.001	0.999	0.943	0.321	0.002	1	0.875	0.979	1	1	1	0.924	0.655	1	0.943
E094	Gastric	0.001	1	0.001	0.062	0.547	1	0.801	1	1	1	1	1	0.924	0.999	0.765
E095	Left Ventricle	0.001	1	0.001	0.048	0.453	1	0.918	1	1	0.002	0.116	0.829	1	1	0.722
E096	Lung	0.001	1	0.001	0.001	0.93	1	1	1	1	0.001	1	1	0.999	1	0.906
E097	Ovary	0.001	1	0.001	0.001	0.758	1	0.887	1	1	0.454	0.616	0.519	0.967	0.996	1
E098	Pancreas	0.001	1	0.006	0.001	0.967	1	0.998	1	1	1	1	1	0.894	0.984	0.126
E099	Placenta Amnion	0.001	1	0.001	0.949	0.996	1	0.998	0.115	1	0.315	1	1	0.865	0.983	0.346
E100	Psoas Muscle	0.001	1	0.001	0.001	0.986	1	0.996	0.976	1	0.842	0.066	0.464	0.999	0.996	0.907
E101	Rectal Mucosa Donor 29	0.001	1	0.001	0.001	0.297	1	0.998	0.037	1	0.884	0.991	0.969	0.952	0.999	0.865
E102	Rectal Mucosa Donor 31	0.001	1	0.001	0.361	1	1	0.999	0.992	1	0.663	1	0.951	0.973	0.989	0.96
E103	Rectal Smooth Muscle	0.001	1	0.001	0.247	0.882	1	0.921	0.794	1	0.933	1	0.609	0.664	0.992	0.804
E104	Right Atrium	0.001	1	0.001	0.214	0.999	1	0.879	1	0.904	0.001	0.038	1	0.958	1	0.975
E105	Right Ventricle	0.001	1	0.001	0.325	0.801	1	0.993	1	1	0.016	1	0.054	0.973	1	0.043
E106	Sigmoid Colon	0.001	1	0.001	0.428	0.606	1	1	0.702	1	0.477	0.973	1	0.919	0.997	0.461
E107	Skeletal Muscle Male	0.001	1	0.001	0.271	0.916	1	0.993	0.946	1	0.16	0.891	0.323	0.962	1	1
E108	Skeletal Muscle Female	0.001	1	0.001	0.984	0.968	1	0.97	0.589	1	0.076	0.153	0.908	0.817	1	0.929
E109	Small Intestine	0.001	1	0.001	0.434	1	1	0.81	0.639	1	0.152	0.993	1	0.995	0.876	1
E110	Stomach Mucosa	0.001	1	0.001	0.335	1	1	0.885	0.868	1	0.867	0.945	0.815	0.871	0.967	0.519
E111	Stomach Smooth Muscle	0.001	0.999	0.001	0.064	0.85	1	0.958	0.503	1	0.001	0.037	0.972	0.674	0.996	0.649
E112	Thymus	0.001	1	0.503	0.914	0.065	1	0.942	0.944	1	1	0.076	0.996	0.994	0.814	0.965
E113	Spleen	0.001	0.996	0.106	0.001	0.434	1	0.963	0.206	1	0.905	0.987	1	0.999	1	0.998
E114	A549 EtOH 0.02pct Lung Carcinoma Cell Line	0.001	1	0.001	0.313	0.038	1	0.906	0.368	1	1	0.801	1	0.5	1	1
E115	Dnd41 TCell Leukemia Cell Line	0.001	1	0.001	0.899	0.087	1	0.986	1	1	0.879	0.21	0.001	0.998	1	0.842
E116	GM12878 Lymphoblastoid Cells	0.001	1	0.844	0.206	0.151	1	0.425	0.013	1	0.998	0.464	0.955	0.197	1	0.929
E117	HeLa-S3 Cervical Carcinoma Cell Line	0.795	1	0.001	0.245	0.642	1	0.873	1	1	0.001	0.485	1	0.615	1	0.999
E118	HepG2 Hepatocellular Carcinoma Cell Line	0.001	1	0.001	0.99	0.999	1	0.962	1	1	0.001	0.634	0.53	0.904	0.935	0.896
E119	HMEC Mammary Epithelial Primary Cells	0.001	1	0.001	0.06	0.047	1	0.963	1	1	0.352	0.942	0.425	1	1	0.476
E120	HSMM Skeletal Muscle Myoblasts Cells	0.001	1	0.129	0.035	0.128	1	0.965	0.316	1	0.001	0.88	1	0.959	1	0.894
E121	HSMM cell derived Skeletal Muscle Myotubes Cells	0.001	1	0.001	0.264	0.337	1	0.626	0.764	1	0.001	0.092	1	0.994	0.984	0.854
E122	HUVEC Umbilical Vein Endothelial Primary Cells	0.001	1	0.003	0.001	0.993	1	0.998	0.665	1	0.122	0.753	0.687	0.992	1	0.993
E123	K562 Leukemia Cells	0.001	1	0.001	0.439	0.367	1	0.233	1	1	0.057	0.3	0.665	0.494	1	0.801
E124	Monocytes-CD14+ RO01746 Primary Cells	0.001	1	0.002	0.23	0.127	1	0.351	0.557	1	0.001	0.997	1	1	1	0.96
E125	NH-A Astrocytes Primary Cells	0.001	1	0.794	0.917	0.801	1	0.457	0.951	1	0.001	0.56	0.99	0.961	0.737	0.956
E126	NHDF-Ad Adult Dermal Fibroblast Primary Cells	0.001	1	0.001	0.874	0.483	1	0.329	0.137	1	0.33	0.857	0.671	0.999	1	0.753
E127	NHEK-Epidermal Keratinocyte Primary Cells	0.001	1	0.001	0.465	0.333	1	0.952	0.033	1	0.001	0.777	0.893	1	1	0.547
E128	NHLF Lung Fibroblast Primary Cells	0.001	1	0.001	0.888	1	1	0.988	0.012	1	0.006	0.769	0.764	1	0.978	0.87
E129	Osteoblast Primary Cells	0.001	1	0.001	0.159	0.866	1	0.969	0.991	1	0.001	0.775	0.76	0.98	0.799	0.968
