X	male.estimate	male.SE	male.pval	male.padj	male.fold_change	female.estimate	female.SE	female.pval	female.padj	female.fold_change	gene	Chr	P_start	P_end
ILMN_1651433	0.0924040732006558	0.0201968289288371	4.75816861724981e-06	0.031579965112687	-1.06971283419497	0.17259949813585	0.0284468017322745	1.29958451096632e-09	9.43628313412645e-06	-1.1292418053536	DCK	4	71895641	71895690
ILMN_1651438	-0.134743877360279	0.0208957545416726	1.13048036050604e-10	9.54803712483401e-07	1.10027649243783	-0.0381052536585142	0.0278338265472068	0.170990907060946	0.99938540358928	1.02642952762839	ZFPM1	16	88601272	88601321
ILMN_1651464	-0.0493566250477867	0.030843905985216	0.109552736048707	0.999885543678052	1.04730630963177	-0.135444502645499	0.0431505238325798	0.00169592383387594	0.99938540358928	1.11734216113832	KDM2B	12	122017956	122018005
ILMN_1651496	-0.1880614075259	0.0299837730768049	3.56196595265517e-10	2.95856892027538e-06	1.13675423404119	-0.370800980230834	0.0322248924135476	1.22112464667175e-30	1.36399623033234e-26	1.29119824698253	HIST1H2BD	6	26171303	26171352
ILMN_1651499	-0.0327445983553956	0.0253517922166225	0.196492649064223	0.999885543678052	1.02342359482601	-0.122552269354946	0.0314791023218839	9.89586757985955e-05	0.472725594289891	1.09042785376584	ERGIC1	5	172345036	172345085
ILMN_1651504	-0.0813442361195516	0.0158617514316826	2.92329533504613e-07	0.00211997377697545	1.05951315406227	-0.109756791229669	0.0219963885853958	6.04530558190783e-07	0.00368159109938187	1.08166871727783	FAM193A	4	2733997	2734046
ILMN_1651506	0.0420669588513037	0.0259986313344086	0.105652871824863	0.999885543678052	-1.02724678729864	0.0488079841274148	0.0312469956882443	0.118286655460593	0.99938540358928	-1.03286428528872	TGS1	8	56737737	56737786
ILMN_1651513	0.0906959855409504	0.0272414779979662	0.000870538641833131	0.999885543678052	-1.06938584392095	0.167226769276216	0.034478169637658	1.23323505587673e-06	0.00728471947506384	-1.13252511096786	SKIV2L2	5	54711933	54718727
ILMN_1651557	0.102531526588155	0.0267693009455315	0.000128044006549078	0.72498516508088	-1.07770967820157	0.169696874779072	0.0321882805294764	1.34939141493555e-07	0.00086428520126622	-1.13109802925276	KDELC2	11	108343206	108343255
ILMN_1651610	-0.131768679776738	0.0224326897792978	4.25510970050783e-09	3.38834385451439e-05	1.10320132710348	-0.16828992804841	0.0353821596218649	1.97124775529072e-06	0.0114056395121121	1.12984988890924	SPRY1	4	124318018	124318067
ILMN_1651628	-0.19838886366193	0.0254841480138694	6.98264291806332e-15	6.60139061473706e-11	1.14036441766601	-0.34091574028643	0.0297591630054983	2.19861808113908e-30	2.45123929866196e-26	1.25731088526123	EXOC6	10	94818869	94818918
ILMN_1651642	-0.0423054037650751	0.0236104971295502	0.0731642282825989	0.999885543678052	1.02855126803759	-0.0355631501051304	0.0333053016000674	0.285614137571519	0.99938540358928	1.02782451774369	GPC2	7	99767391	99767440
ILMN_1651680	0.209554360929545	0.0228159199517805	4.13183662531601e-20	4.25165988745017e-16	-1.15265655258732	0.293636634661475	0.0293149483472673	1.28836487350722e-23	1.34595478335299e-19	-1.22433815410894	EEF1A1	6	74228424	74228473
ILMN_1651684	0.117753397985657	0.0258489855545832	5.22770442554354e-06	0.0345551262528428	-1.08506001451623	0.127747587382836	0.0337699938165094	0.00015502871759925	0.719208334357331	-1.08875470440505	KIAA0586	14	59014563	59014616
ILMN_1651692	-0.118624180097794	0.0144803015429399	2.56692203688361e-16	2.49248129781399e-12	1.08538401826723	-0.167750715465295	0.0168399856136403	2.24754900080642e-23	2.34104703923997e-19	1.12609440005527	STK10	5	171470835	171470884
ILMN_1651705	0.00832486487739392	0.0198106247036475	0.674323117115616	0.999885543678052	-1.009954061718	-0.0721396177463598	0.0242095647039664	0.0028843831637712	0.99938540358928	1.04912938979383	CAT	11	34492577	34492952
ILMN_1651719	0.145693246653164	0.0157883040254608	2.75931448713197e-20	2.84706068782277e-16	-1.10928641915116	0.228834570398361	0.0218102230720441	9.39389080632775e-26	1.00740085007059e-21	-1.17872289305678	MBTPS1	16	84087750	84087799
ILMN_1651735	-0.0794598557614468	0.0149926568559458	1.15854540434836e-07	0.000859177271864744	1.05741924952956	-0.154948859348293	0.0192739907941417	9.03735880529186e-16	8.11645194303262e-12	1.11693778967987	TGOLN2	2	85545438	85545487
ILMN_1651767	-0.0179503882875274	0.0151861972578008	0.237197780743145	0.999885543678052	1.01253807888203	0.000318755918069376	0.0227916023121286	0.988841410475676	0.99938540358928	-1.0002483361204	MKL1	22	40806605	40806654
ILMN_1651769	-0.14587668346493	0.0276413849597292	1.30976961305022e-07	0.000969491467579773	1.1048756895283	-0.21623963311639	0.0401890083549645	7.42517920131672e-08	0.000485606719766113	1.16242397675757	ZFYVE16	5	79773996	79774046
ILMN_1651776	-0.058566570564381	0.0170286862641087	0.000583244595103907	0.999885543678052	1.03929275109524	-0.0657728196068059	0.0222407082182262	0.00310329117396406	0.99938540358928	1.04352581458749	FHOD1	16	67263503	67263552
ILMN_1651788	-0.117911144108384	0.0183862499725417	1.42677254625729e-10	1.20020106591163e-06	1.08400013074885	-0.163469048015253	0.02690986418837	1.24228472973768e-09	9.02644084627398e-06	1.11704424740887	MAP3K11	11	65365374	65365423
ILMN_1651799	-0.0809363852317429	0.0253395977661549	0.00140283321086524	0.999885543678052	1.04796851387411	-0.223346236997248	0.030112892935332	1.19835677403976e-13	1.01512802328908e-09	1.15571581372388	SLC38A2	12	46752034	46752083
ILMN_1651819	0.151507746025958	0.0182753525866066	1.12984472024035e-16	1.10510112086709e-12	-1.1133214290707	0.156926662999542	0.0235051281819489	2.45094483175238e-11	1.91663885843036e-07	-1.1202177808742	GALNT11	7	151818932	151818981
ILMN_1651826	-0.341032369804154	0.0256856829007318	3.14172079681767e-40	3.66356062116908e-36	1.2690066654697	-0.40038344440898	0.0363442532515853	3.18485818299084e-28	3.49729277074224e-24	1.32596361314516	BASP1	5	17276555	17276604
ILMN_1651828	0.161669467112875	0.0254467540879408	2.10819323401395e-10	1.76561183348668e-06	-1.11948359647007	0.207126627206762	0.0319115883899566	8.54725833698205e-11	6.53010536945429e-07	-1.15779366265599	CCT3	1	156278876	156278925
ILMN_1651832	-0.0481937609060807	0.0183614617415282	0.00867193467246421	0.999885543678052	1.03595832941207	-0.122649145671269	0.0244363989703335	5.19095264839942e-07	0.00317582483029077	1.09422987369959	EHD1	11	64620297	64620346
ILMN_1651850	0.136985410095279	0.017651230501102	8.4480553645807e-15	7.97158504201835e-11	-1.09345101722857	0.181171530343589	0.0266191649668909	1.00310602870401e-11	7.97268671613947e-08	-1.13040921120269	RPS16	19	39923892	39923941
ILMN_1651872	0.114200544106515	0.0201774693900015	1.51545005583405e-08	0.00011734129782323	-1.08488184180886	0.211054044663007	0.0302356835858933	2.94557162379161e-12	2.38355655797217e-08	-1.16403761930353	UBIAD1	1	11346259	11346308
ILMN_1651886	0.0184606126521928	0.0122695888031729	0.132431363186282	0.999885543678052	-1.01587280246545	-0.0258748565835343	0.0167243311467566	0.121829852238686	0.99938540358928	1.01589081946863	CWF19L1	10	101992119	101992168
ILMN_1651899	0.19216017844254	0.017867006148425	5.61160535196263e-27	6.20306855605949e-23	-1.14001311138179	0.2755898018232	0.026228418810597	7.99517696634755e-26	8.57802536719429e-22	-1.21113840398292	RPL19	17	37358688	37359286
ILMN_1651936	-0.0605799450455281	0.0208120399402246	0.00360490328474849	0.999885543678052	1.04558350654974	-0.079864199289819	0.030144569800351	0.00806413539990707	0.99938540358928	1.05994009106994	SETD8	12	123893664	123893713
ILMN_1651949	-0.0935750447573954	0.0226631402640281	3.64418615307776e-05	0.22120209949182	1.06458550180257	-0.095061085312517	0.031374062060819	0.00244613691588209	0.99938540358928	1.06004626673313	SCYL3	1	169822655	169822704
ILMN_1651950	-1.20768530367492	0.0578590032810759	9.4424010299616e-97	1.1303498272967e-92	2.30985899793862	-1.48519290894333	0.0880511395082775	7.8175051036159e-64	9.35677185851787e-60	2.80907254702813	TPST1	7	65825059	65825108
ILMN_1651964	-0.231873137693816	0.0214457889849829	3.01818176840149e-27	3.34414539938885e-23	1.17223299062944	-0.320796472056012	0.0267813096136734	4.61296941007091e-33	5.23156860796142e-29	1.25534141925457	ABCC5	3	183701661	183701710
ILMN_1651987	0.208028958400018	0.0238535415514172	2.75528585528893e-18	2.76217406992715e-14	-1.1540350418554	0.328656254433505	0.0339802684952097	3.96654347640314e-22	4.05222081549345e-18	-1.25956870313441	CCDC167	6	37450942	37450991
ILMN_1652003	-0.123356279928548	0.0302824789877426	4.6307898300678e-05	0.277523234515963	1.08770810316673	-0.325148814675469	0.0393827281197187	1.50475201696968e-16	1.3748919179052e-12	1.25215624759587	DNAJC25-GNG10,GNG10	9	114431571	114431620
ILMN_1652008	-0.204960384628678	0.0283727613549019	5.05384564029051e-13	4.575246458155e-09	1.15150544131865	-0.260866743990012	0.0400396849692214	7.25905932795692e-11	5.56261716301339e-07	1.20317720605148	C15orf23	15	40682114	40683726
ILMN_1652024	-0.0249471634692655	0.0244056052878898	0.306691025471362	0.999885543678052	1.01153250070298	-0.00683746792633166	0.034331304222932	0.84213655406538	0.99938540358928	-1.00331134356607	CSNK1G3	5	122951489	122951540
ILMN_1652065	0.0154194279158743	0.0218304112254161	0.479984263973095	0.999885543678052	-1.01571842654238	-0.0246318778021827	0.0297310893257245	0.40739367267272	0.99938540358928	1.00672277152953	KCNMB1	5	169805333	169805382
ILMN_1652073	0.266144116949689	0.0307754608452275	5.24406997101459e-18	5.23253301707836e-14	-1.20616521840914	0.367716618745172	0.0432551963386599	1.87807392567262e-17	1.75205516525999e-13	-1.29402991383624	RPS23	5	81572246	81572295
ILMN_1652085	0.166343129789926	0.020581077737841	6.35391652035571e-16	6.1251755256229e-12	-1.12466084102199	0.306153395469173	0.0281737587686782	1.66254821552627e-27	1.81267631938829e-23	-1.24045773653124	MPHOSPH10	2	71375172	71375221
ILMN_1652123	0.135340754510013	0.0172652725314702	4.54508291523303e-15	4.31282917826462e-11	-1.1018946926062	0.213438540688177	0.0235712834556947	1.3653758330691e-19	1.33342603857528e-15	-1.16426218989163	HMGN1	21	40715075	40717110
ILMN_1652128	-0.135690340697611	0.0182065898651127	9.13695690396854e-14	8.42792904822058e-10	1.09236112818838	-0.223646631779462	0.0248011822950064	1.92290924963891e-19	1.87349048192319e-15	1.164395676399	LMBRD1	6	70386163	70386390
ILMN_1652147	0.025374025824686	0.0252945110233022	0.315791600247679	0.999885543678052	-1.01689893800578	0.0290971810505835	0.0338588410189163	0.390137900428945	0.99938540358928	-1.01764629146927	MRPL43	10	102737594	102737643
ILMN_1652160	-0.0370844894932705	0.0247371721977107	0.133837262370494	0.999885543678052	1.02855382589394	-0.0758213851674312	0.0315752002993901	0.0163371394779967	0.99938540358928	1.06069270853905	LRBA	4	151186500	151186549
ILMN_1652163	0.0522311476701171	0.0180820757784838	0.00387011081716095	0.999885543678052	-1.03427555725263	0.131261670020215	0.025290228433418	2.10053761114694e-07	0.00132564928639483	-1.09785145842449	DVL2	17	7128844	7128893
ILMN_1652164	-0.126957719240121	0.0259804556680514	1.02559665917342e-06	0.0071785909141454	1.09246106402771	-0.177613485523783	0.0368514870498286	1.4376695470364e-06	0.0084247435456333	1.13492193540855	UNC93B1	11	67763271	67763320
ILMN_1652185	-0.0757522854652903	0.0168922492745079	7.31055278453433e-06	0.0477013569190865	1.05121378877241	-0.074499113176211	0.0202309771132022	0.000231023279610528	0.99938540358928	1.04878378734895	IL4R	16	27375882	27375931
ILMN_1652198	0.0168920611337138	0.0187611235912025	0.367920309830226	0.999885543678052	-1.01404386037134	0.0123266071505506	0.0227631533838618	0.588152112244463	0.99938540358928	-1.00904896042614	CCM2	7	45067300	45067349
ILMN_1652207	0.113977116494767	0.0139744722119536	3.46031629772438e-16	3.35270046086515e-12	-1.07904854564696	0.121037689192909	0.0210456942772895	8.86198766955982e-09	6.14578844883974e-05	-1.08661693416394	COX4I1	16	85840505	85840554
ILMN_1652223	0.0375161515411153	0.0210709144518071	0.0749989157683492	0.999885543678052	-1.02971643537927	0.0342351093140649	0.0282950355836749	0.226304440099055	0.99938540358928	-1.02389850970105	WDR91	7	134870359	134870408
ILMN_1652230	0.28215929228108	0.0291132292956861	3.26752347582927e-22	3.46194112264111e-18	-1.21172388981626	0.342810758532585	0.041839109411262	2.53635874235436e-16	2.30631100442282e-12	-1.26419204705259	RPS29	14	50052753	50053037
ILMN_1652242	-0.0846782566966835	0.0276938664356082	0.00223077113285548	0.999885543678052	1.07214654587171	-0.133075353424569	0.0380102046317187	0.000463441400897712	0.99938540358928	1.11373282502248	C5orf30	5	102595462	102595511
ILMN_1652277	-0.0819791400234202	0.0286736739023424	0.00424927097354954	0.999885543678052	1.05534079397077	-0.196653219276727	0.0365155978534881	7.22604001028064e-08	0.000472944318672868	1.14219095487071	SECTM1	17	80278906	80278955
ILMN_1652280	-0.120436968926604	0.02489182148175	1.30878473938415e-06	0.00909343636924108	1.0895118026497	-0.147035699082567	0.0305076260377111	1.43819288745797e-06	0.00842637212761625	1.11507391148808	FBXO32	8	124547044	124553179
ILMN_1652306	-0.0722380532963467	0.0254464131406945	0.00452792043779638	0.999885543678052	1.08393743634238	-0.205146846070645	0.0364307037061354	1.79009415548305e-08	0.000121780105397512	1.19139640900062	MEGF10	5	126795330	126795379
ILMN_1652333	0.194801748018809	0.0208985067756088	1.14897699670233e-20	1.19206363407867e-16	-1.14859159738322	0.286652634581932	0.0323045375661326	7.09153541620388e-19	6.84262252309512e-15	-1.21938428437294	FN3KRP	17	80685664	80685713
ILMN_1652357	0.044859483455531	0.0245778589395211	0.0679710053017781	0.999885543678052	-1.03872329958413	0.0893746456900882	0.033396688407083	0.0074472653572879	0.99938540358928	-1.07360256882307	PDHX	11	35017121	35017175
ILMN_1652379	0.172499380291945	0.0241971852987888	1.0117219740911e-12	9.0822281614158e-09	-1.1331312268133	0.254355669540167	0.0337395115679426	4.74289913878088e-14	4.0670360115046e-10	-1.2018584862435	SUCLG2	3	67425277	67425326
ILMN_1652394	-0.155224409946179	0.0235626412671528	4.46590196881032e-11	3.82281208530163e-07	1.1075822353192	-0.29899174211953	0.0272917749776258	6.26156139361519e-28	6.85703588214799e-24	1.22175257646431	RAB2A	8	61533296	61533346
ILMN_1652407	-0.0397962029346175	0.0185887850123444	0.0322843895161378	0.999885543678052	1.02447939793397	-0.0471724503991642	0.0315443381175135	0.134801422122392	0.99938540358928	1.03341219654696	ZMYND8	20	45838820	45838869
ILMN_1652431	0.0139040214685178	0.0241718680969585	0.565145889248429	0.999885543678052	1.02957211295744	-0.0988132410862579	0.0331924709612457	0.0029110531980597	0.99938540358928	1.12038183274254	CA1	8	86240829	86240878
ILMN_1652459	-0.101232105456971	0.0218582331822014	3.63371273206161e-06	0.0243349741666166	1.07882804575304	-0.0839458882771547	0.028159302029726	0.0028720855955289	0.99938540358928	1.07098809805346	ATAD3B	1	1425520	1425569
ILMN_1652486	0.0626787202517072	0.0196131216209043	0.00139465759253647	0.999885543678052	-1.04267906778953	0.149715596972561	0.0286326424774099	1.70573982568878e-07	0.00108365651126008	-1.10506513341955	THAP7	22	21354341	21354390
ILMN_1652487	0.0322306732228639	0.0235168538545584	0.170519932028436	0.999885543678052	-1.02019130752778	0.0617678408892219	0.0323526605918138	0.0562357331620208	0.99938540358928	-1.03680086095013	RIOK1	6	7393517	7395315
ILMN_1652490	-0.676325917320841	0.0399320723726592	2.40426054016769e-64	2.86275302517767e-60	1.6006429270884	-0.862642016166843	0.0599410466110033	5.85066756013433e-47	6.93304105875918e-43	1.84351558926327	MANSC1	12	12483020	12483069
ILMN_1652512	0.202243115912698	0.0259436684933396	6.416866342626e-15	6.07356399329551e-11	-1.15423009811001	0.240255145503676	0.0333858368559067	6.18596283341977e-13	5.11764705208818e-09	-1.18565892264886	C2CD2	21	43305265	43305314
ILMN_1652521	0.0619041519749827	0.0177313032332986	0.000480792596074324	0.999885543678052	-1.0491264752974	0.0830420239101622	0.0224023182988141	0.00020985350801311	0.953994047427598	-1.06665671154832	MTMR9	8	11185421	11185470
ILMN_1652525	0.0570205516044278	0.0217526865064584	0.0087592372259453	0.999885543678052	-1.04346749325855	0.0945236530829932	0.0318183828648605	0.00297098061022663	0.99938540358928	-1.07458456186945	FAM125B	9	129269107	129269156
ILMN_1652540	0.0125993359350824	0.0225459207318962	0.576277774843239	0.999885543678052	-1.0082423541616	0.0567612194164763	0.0286594457316978	0.0476427236535988	0.99938540358928	-1.04049135645915	RELL2	5	141019981	141020256
ILMN_1652580	0.106589775701296	0.0252902564921209	2.5015724326077e-05	0.154722254956786	-1.07946193518921	0.166287218247685	0.035695656947152	3.18565132857926e-06	0.0180626430330444	-1.13171241144961	POLD1	19	50919969	50920339
ILMN_1652594	0.123550355524886	0.021587494568059	1.04513082254641e-08	8.16978763984529e-05	-1.08793313002589	0.172278116000225	0.0325621641804988	1.21818937224547e-07	0.000783052128479388	-1.12550026703751	ACTR5	20	37400630	37400679
ILMN_1652631	-0.157727940776006	0.0161688395989603	1.75503250291691e-22	1.86472203434922e-18	1.11540370758712	-0.256523093879345	0.0242933769027967	4.5966864341648e-26	4.94281692265741e-22	1.19535608279752	GLIPR2	9	36163794	36163843
ILMN_1652647	-0.0630744783486419	0.022413798580327	0.00489153147584486	0.999885543678052	1.04729017114933	-0.131705758364254	0.0297441873057482	9.5133181252764e-06	0.0515336442846223	1.10049635299424	INPP4A	2	99189361	99193472
ILMN_1652677	-0.000859326261442092	0.0237945571751536	0.971191136733509	0.999885543678052	-1.00041487945819	0.0645645258893291	0.0358413764355416	0.0716404257733781	0.99938540358928	-1.0454945513755	FAM89A	1	231155448	231155497
ILMN_1652722	0.0679397889692228	0.0248694875718581	0.00629791974163701	0.999885543678052	-1.04510411024954	0.0535980542495949	0.0322109634955597	0.0961185654389882	0.99938540358928	-1.03081233211599	C14orf2	14	104378793	104378842
ILMN_1652735	0.0389566015152091	0.0203004913592329	0.054984591960703	0.999885543678052	-1.02514292799392	0.0990908525908216	0.0272512407645271	0.000276693835478537	0.99938540358928	-1.06582782395682	RFXAP	13	37402324	37402373
ILMN_1652749	-0.198698935425612	0.0249940962907154	1.8676045760173e-15	1.78785786062136e-11	1.14827839850548	-0.267876522839519	0.0284453714815599	4.63157701505792e-21	4.65149279622267e-17	1.20297371356646	ERF	19	42751969	42752018
ILMN_1652753	0.198671255509345	0.0220340898584755	1.94123318444265e-19	1.98141671136061e-15	-1.15283797494708	0.303934131793769	0.0296083878075858	1.01178159775176e-24	1.07137553385934e-20	-1.2427025722947	PAAF1	11	73638370	73638419
ILMN_1652754	0.148815020350922	0.018807967862807	2.52597137123297e-15	2.41078707670475e-11	-1.10184003883652	0.283113518264821	0.0275854169626377	1.03272024489845e-24	1.09344419529848e-20	-1.21345333600243	ZNF428	19	44111631	44111680
ILMN_1652762	0.100693612918569	0.0166701118926153	1.53762989036587e-09	1.24732536706479e-05	-1.07097619112734	0.199724206052729	0.0227058421579386	1.41578487539902e-18	1.35490612575686e-14	-1.14953144381237	HIC2	22	21805530	21805579
ILMN_1652768	0.135293266521905	0.0183614380161074	1.72769360923529e-13	1.58170349925491e-09	-1.09179191147095	0.22874118270873	0.0232300045108155	7.07618460332917e-23	7.3047453660167e-19	-1.16745874746099	RPS2	16	2012857	2012906
ILMN_1652777	0.124770735742811	0.0245488300829522	3.72394894297224e-07	0.00268385000320009	-1.08987907345006	0.0534023393874217	0.032204069211559	0.0972673822606909	0.99938540358928	-1.03749931409634	CDC42EP2	11	65089689	65089738
ILMN_1652787	-0.0614819341890679	0.0286537500795391	0.0318980840349996	0.999885543678052	1.03680636500081	-0.193088610351856	0.0293982085648934	5.09818413097808e-11	3.93222942022339e-07	1.12989041286713	PIK3AP1	10	98353255	98353304
ILMN_1652819	0.0562492093435416	0.0250555288357532	0.0247692929785565	0.999885543678052	-1.04307610664439	0.0229991922839971	0.0417362436769024	0.581592251566468	0.99938540358928	-1.01051456634127	OPA3	19	46056289	46056338
ILMN_1652825	0.325778499733134	0.0212884329494389	7.29272441834059e-53	8.62875153178059e-49	-1.25162754953727	0.412203823280739	0.0302038340214529	2.09208824109453e-42	2.45422871562799e-38	-1.33433422462012	IL10RA	11	117871773	117871823
ILMN_1652846	0.0908221185566011	0.0227274726322192	6.43841930749732e-05	0.379222897211592	-1.06642123963053	0.0890695473923308	0.0316645036666639	0.00490946748053857	0.99938540358928	-1.05720920411873	PCYT2	17	79862098	79862147
ILMN_1652872	-0.035431006825249	0.0230121161787085	0.1236414286872	0.999885543678052	1.02855570070645	-0.0854236363298749	0.0297949717744562	0.00414319197093922	0.99938540358928	1.06626240247142	UBOX5	20	3095972	3096021
ILMN_1652906	-0.0516799892154965	0.0179787103043126	0.00404654481023205	0.999885543678052	1.04497612154848	-0.135987926893753	0.0241413053489178	1.77103421638256e-08	0.000120554299109161	1.11027613073027	GBGT1	9	136028416	136028465
ILMN_1652907	-0.0324057910456448	0.0206942730152246	0.117364913992743	0.999885543678052	1.01837071069376	-0.0765071774958267	0.0253618287622635	0.00255604117792617	0.99938540358928	1.04277920109907	CDC5L	6	44413576	44414364
ILMN_1652918	0.104347281996996	0.0231684353117054	6.6731627581495e-06	0.0436891965776048	-1.07418006281085	0.130487891220785	0.0348433682117313	0.000180404555670002	0.828417719636649	-1.09059813255543	RHOF	12	122215927	122215976
ILMN_1652928	-0.213868695344408	0.0294711500180545	3.96111271683635e-13	3.5943136792573e-09	1.16160038291761	-0.30859295012283	0.0401141526700282	1.43871000203288e-14	1.25095834676759e-10	1.24179586700056	ORAI2	7	102088588	102088638
ILMN_1652929	0.0314254253805205	0.0192342466055955	0.102295247360196	0.999885543678052	-1.02325538835111	0.0654698074192995	0.029331734763876	0.0256118638901035	0.99938540358928	-1.04844339390253	POGZ	1	151400302	151400351
ILMN_1652989	0.116681266483423	0.0185639396746456	3.2706957014788e-10	2.71958347577962e-06	-1.09122374412967	0.215806542269975	0.0245022006530782	1.27809074857524e-18	1.22504998250937e-14	-1.1687682107039	NUP160	11	47800281	47800330
ILMN_1653026	0.204802226038694	0.0218077327988128	5.92831769415081e-21	6.17019305607216e-17	-1.15449599225283	0.270543536292132	0.0260443849927694	2.8181453010742e-25	3.00470652000531e-21	-1.21403472629138	PLAC8	4	84029040	84029090
ILMN_1653056	-0.114012768627658	0.0248335685169461	4.40969419660115e-06	0.0293465148783807	1.08526880162427	-0.160703581636061	0.0301469027807287	9.78440903180404e-08	0.000635008146164082	1.1226581181011	ATP6V0C	16	2569150	2569199
ILMN_1653115	0.131932888765199	0.0145806026067552	1.44917817812555e-19	1.48149485149775e-15	-1.09473615698383	0.20474827358674	0.0226826527862478	1.77014169092249e-19	1.72553412031124e-15	-1.15517347527274	ECH1	19	39306338	39306526
ILMN_1653134	-0.323774887309316	0.0218300381538145	9.14943221635395e-50	1.07990748449626e-45	1.24594493840353	-0.466395376414489	0.0280470017735504	4.29250324398177e-62	5.13640938174859e-58	1.37522902955129	TMEM188	16	50070505	50070554
ILMN_1653143	0.0842557699498333	0.0221095835773969	0.000138503383885542	0.781851602033885	-1.06050078116202	0.0150147717510682	0.0323392713858045	0.642440620218895	0.99938540358928	-1.00456586998541	ECD	10	74914051	74914102
