EID	Standardized.Epigenome.name	15_Quies	1_TssA	14_ReprPCWk	9_Het	7_Enh	5_TxWk	2_TssAFlnk	10_TssBiv	4_Tx	13_ReprPC	12_EnhBiv	11_BivFlnk	8_ZNF/Rpts	6_EnhG	3_TxFlnk
E017	IMR90 fetal lung fibroblasts Cell Line	1.0572455	0.9953142	1.0857028	1.1304088	0.8277809	0.8804078	1.3525292	0.3264773	1.0105531	1.2140921	0.6221915	1.4048232	0.947466	0.6943445	1.0455564
E018	iPS-15b Cells	1.0260354	1.07914	1.07765	1.1924755	0.9699989	0.8757789	1.0108195	1.203266	1.0403745	1.5182925	1.0148421	2.4154589	0.585866	0.1588184	0.228977
E019	iPS-18 Cells	1.0230865	1.1669961	1.4663364	0.9289364	1.060554	0.9908337	0.822296	0.8655642	0.7061368	1.6542597	1.0514242	1.5638157	0.6102274	0.2343018	0.1867414
E020	iPS-20b Cells	0.931638	1.0065613	1.3778838	1.1169932	1.1302731	1.2004988	0.9186653	1.0487066	0.6702172	1.7627473	1.9132653	1.4461316	1.0154647	0.1611863	0.2765296
E021	iPS DF 6.9 Cells	0.9838255	0.9522606	1.5654078	1.1445611	1.0987218	0.9915706	0.9865825	0.9534403	0.8922409	2.119642	0.9830425	1.6194332	0.5302227	0.7729967	0.9683667
E022	iPS DF 19.11 Cells	0.9276947	0.8872603	1.8384242	0.8259314	1.2257523	1.0674358	1.0953402	11.9904077	1.0752945	0.9301605	1.8933417	1.0318586	1.2084208	1.0559534	0.7812093
E023	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells	1.0922289	1.2182818	1.1147748	1.0650928	0.7317542	0.9083722	0.7237281	0.3165559	0.9057621	1.6630204	0	0	0.694033	0.7047367	0.4640371
E024	ES-UCSF4  Cells	1.0292012	1.0197974	1.3973431	0.9479845	1.1873083	0.9556951	1.2078684	5.2192067	0.7649674	1.853241	1.7928032	0.6591958	1.0685544	0.4332404	0.2145232
E025	Adipose Derived Mesenchymal Stem Cell Cultured Cells	1.0253852	1.199051	1.1394587	1.104436	0.8387093	0.9093468	0.8114358	0.7966012	0.934022	1.5441583	0.5285412	0	0.8016237	0.8360992	0.3884061
E026	Bone Marrow Derived Cultured Mesenchymal Stem Cells	1.1054159	1.1628984	1.1636693	0.9087037	0.8309789	0.7969869	0.7507508	0.5890438	1.025554	1.241179	1.4005602	2.2271715	0.697972	0.509378	0.5015045
E027	Breast Myoepithelial Primary Cells	0.9627554	0.9428661	1.5589403	1.0725794	1.0999545	0.8799954	0.9567921	1.845586	0.9163664	1.5544969	1.3739695	0.8833922	1.4514523	0.8517434	0.525687
E028	Breast variant Human Mammary Epithelial Cells (vHMEC)	1.187477	1.0225414	1.212802	0.6715666	0.807621	0.8828471	1.0997211	0	0.7703121	1.159712	1.6992353	0	0.8327489	0.9484544	0
E029	Primary monocytes from peripheral blood	1.0026031	0.9827044	1.6617411	0.9882269	0.9143964	0.8762937	1.0591069	4.0816327	0.8568627	1.769813	0.919178	0.3061849	0.9673238	1.4987822	0.1248829
E030	Primary neutrophils from peripheral blood	1.0127685	1.1178343	1.2908684	0.9769652	0.9213879	0.8415917	0.8077925	12.3966942	0.9667137	1.5908952	1.2068549	0.5025757	0.9064593	1.1238995	0.3225286
E031	Primary B cells from cord blood	1.2630842	0.9442871	1.1321779	0.9551771	0.9882875	0.7315837	0.9674046	1.8159806	0.8057013	1.5071036	0.3561254	0.5599104	0.8285416	0.6913717	0.2710945
E032	Primary B cells from peripheral blood	1.1446577	1.0806563	1.2640219	0.9679261	0.8766112	0.7986569	0.9668421	0	0.8324439	1.7311385	0.7141157	0.8665511	0.8670791	0.7564297	0.7427581
E033	Primary T cells from cord blood	1.0391445	1.0989329	1.6073534	0.8433145	0.89217	0.817522	1.0366845	0.4850837	0.8046479	1.8079741	0	0.3356831	0.9343555	0.9133543	0.618464
E034	Primary T cells from peripheral blood	0.9858565	0.8549074	1.1837691	0.7835264	0.9800563	0.815293	1.0220533	1.2400794	0.9151268	1.4443162	1.2516373	0.550282	1.218198	0.6498372	1.1191246
E035	Primary hematopoietic stem cells	1.0437976	1.0730637	1.7189672	0.8660779	0.870156	0.9004396	0.91271	1.4619883	0.7101114	1.8477748	0.6029545	0.6423983	0.8179455	0.7079049	0
E036	Primary hematopoietic stem cells short term culture	1.0271633	0.9824482	1.4681997	0.9572232	1.0329467	0.9209025	0.9995853	0	0.8201524	1.520943	0.2555911	1.0228435	0.8143995	0.5707911	0.5074693
E037	Primary T helper memory cells from peripheral blood 2	1.0830503	1.0506607	1.3898825	1.0761367	0.8631064	0.7982246	1.2012402	NA	0.794669	1.6682555	0.5567929	2.9069767	1.3101009	0.8892326	0
E038	Primary T helper naive cells from peripheral blood	1.064998	1.0529425	1.2155241	1.0582384	0.8639277	0.8834778	0.9509675	0	0.9017819	0.8582639	0.7733952	0	1.1311303	0.9635072	1.1286682
E039	Primary T helper naive cells from peripheral blood	1.0020002	1.1640234	1.5580287	0.8334814	0.8674498	0.8941976	1.0724627	2.1299255	0.9465537	2.5118985	1.4814815	0.3486143	1.0500018	0.7858939	0.5637352
E040	Primary T helper memory cells from peripheral blood 1	1.0572633	0.9126207	1.4074926	0.677915	0.9264235	0.8101149	1.0885792	0	0.6904655	1.0854817	0.3949057	0.7390983	1.5314874	0.8364118	0
E041	Primary T helper cells PMA-I stimulated	0.9914224	0.9956423	1.4871245	0.97979	0.8986993	0.8244612	0.9889628	0.6127451	0.8627488	2.0127241	1.0559662	0.453669	0.771834	1.0422557	0.5503577
E042	Primary T helper 17 cells PMA-I stimulated	0.9900867	1.4638493	1.4951966	1.0083677	0.9289253	0.8217672	0.9900446	0	0.9426474	1.4826918	1.0986596	0.2600104	1.0726325	1.3404021	0.6018744
E043	Primary T helper cells from peripheral blood	0.9993473	0.969852	1.5287669	0.8350126	0.8830757	0.8638566	1.0445786	0	0.8407248	1.5655488	0.9223201	0.3304147	1.2700205	0.887729	0.6048692
E044	Primary T regulatory cells from peripheral blood	1.0495694	1.0059389	1.1199891	0.8183061	0.8019741	0.9219199	1.1051041	0.3599064	0.8992306	1.6191401	0.7623404	0.9459843	0.9888233	0.5976889	1.0366652
E045	Primary T cells effector/memory enriched from peripheral blood	1.0449686	1.0265886	1.2444612	1.0994189	0.7962267	0.8834351	1.082847	0	0.9447667	2.7730094	0.5727377	0.9376465	0.7268951	0.7714727	1.1098779
E046	Primary Natural Killer cells from peripheral blood	1.0480943	0.9309967	1.4951278	0.8689662	1.0818317	0.8534577	0.9509288	0	0.8693391	1.0924129	0.7009551	0.6370441	0.5685264	0.4640123	0.7050943
E047	Primary T CD8+ naive cells from peripheral blood	1.0556053	1.0342873	1.3445787	0.9591072	0.9442246	0.8062218	1.091862	0.4329004	0.7778833	1.7178441	0.3350645	0	1.1480549	0.9138978	0
E048	Primary T CD8+ memory cells from peripheral blood	1.0417642	1.0292274	1.3420376	0.9268577	0.9388591	0.8893578	0.8665109	0	0.8116292	1.3622551	0.2531646	0.7132668	0.688895	0.6097176	0.890472
E049	Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells	1.0326976	1.2122548	1.1524941	1.002725	0.7634688	0.8664802	0.8728022	0.497884	1.0252397	1.3745557	0.6777364	0.3271181	0.8313046	0.7957095	0.7565617
E050	Primary hematopoietic stem cells G-CSF-mobilized Female	1.0374543	1.1072771	1.7662526	0.8544103	0.9579658	0.8622833	1.0102656	0	0.8275574	2.0431134	0.7965407	0.8136697	0.7487197	0.5279295	0.6767862
E051	Primary hematopoietic stem cells G-CSF-mobilized Male	1.0155235	0.8858891	1.4986819	1.004157	0.9194964	0.8866131	1.0220905	0	0.8450836	1.974082	1.1713031	0.9805724	0.85019	0.6868806	0.39165
E052	Muscle Satellite Cultured Cells	0.9832952	1.1713455	1.1596396	0.9639052	0.8983258	0.9441189	0.8921577	0	0.9513339	1.3191733	1.3574661	0.4505519	0.7716475	0.8311017	0.5947829
E053	Cortex derived primary cultured neurospheres	0.9693955	1.1115977	1.2187473	1.4002092	0.8634562	0.9021724	1.0459369	1.9588639	0.9590883	1.4415157	1.7239815	1.1831088	0.9252577	0.6904223	0.5792065
E054	Ganglion Eminence derived primary cultured neurospheres	0.9809715	1.0630431	1.3386457	1.1189688	0.8469621	0.9170875	1.0941115	1.1145166	0.9569634	1.3313247	2.3988006	1.011975	0.8219178	0.8657384	0.690521
E055	Foreskin Fibroblast Primary Cells skin01	0.9734203	0.9515262	1.2128471	1.4062706	0.8550644	0.8381152	0.951793	1.4023457	1.0251246	1.1695616	1.4145605	0.4357298	0.5972876	1.0763539	0.8317161
E056	Foreskin Fibroblast Primary Cells skin02	0.9765744	0.9190579	1.120911	1.5466501	0.8362047	0.8450156	1.3744655	1.1350738	1.1511978	1.3616837	0.7263095	0.6873902	1.4444903	0.9784605	1.0406812
E057	Foreskin Keratinocyte Primary Cells skin02	1.0256786	0.98806	1.2989006	0.963235	0.914939	0.8737236	1.2230065	0.81946	0.931243	1.2342308	1.0309278	0.4879001	0.7689619	0.9286579	0.4872177
E058	Foreskin Keratinocyte Primary Cells skin03	1.1097431	0.9781432	1.2220335	1.1251419	0.9165833	0.8638645	1.1185496	1.8572825	0.8620996	1.1626217	2.0995171	0.2454992	0.5159678	0.6601584	0.6033269
E059	Foreskin Melanocyte Primary Cells skin01	0.8894054	1.0425766	1.190858	1.1315042	0.8977551	0.9661038	1.0884528	0.5333333	1.241305	2.4805021	1.4933946	0.5717008	1.0370847	0.4988317	0.3296703
E061	Foreskin Melanocyte Primary Cells skin03	1.0471439	0.8565863	1.3919929	0.9093835	0.9360638	0.8079738	1.2867866	1.2884226	0.9394217	1.9343567	1.6336533	0.4597278	0.8668516	0.7017022	0.5695121
E062	Primary mononuclear cells from peripheral blood	1.0326751	1.349939	1.3910347	0.7970296	1.0910374	0.8025459	0.8948646	1.8832392	0.9500916	2.1487691	0.598265	0.204499	1.2895239	0.6753598	0.3151095
E063	Adipose Nuclei	0.9813781	0.9324678	1.3653769	0.9931052	0.9786225	0.8625391	1.1297907	0	0.9974912	2.1061274	0.8789277	0.9758478	0.859375	0.7553702	0.4013915
E065	Aorta	0.9779987	0.9305332	1.5381402	1.2671341	0.8012821	0.9092361	0.3639672	2.43309	1.07614	5.6216931	0	Inf	1.0836946	0.3317483	0
E066	Liver	1.0447715	0.7821011	1.5526806	1.042046	0.78042	0.9134114	0.9397742	0	0.8347674	1.5466344	0.5855944	0	1.6524797	0.4445974	0.1607459
E067	Brain Angular Gyrus	1.0078667	1.0620481	1.569114	0.7009212	0.8018842	0.932879	0.9620241	0.4144219	0.9360434	1.6724876	1.0369858	0	0.9668842	0.6002833	0.4575612
E068	Brain Anterior Caudate	0.9990082	1.1785796	1.6906107	1.0041686	0.9033693	0.8908026	1.0198776	0.5569479	0.9436183	1.3919499	0.3123048	0.9298001	1.547012	0.9005843	0.8427643
E069	Brain Cingulate Gyrus	0.9449239	1.1588518	1.7263984	0.8653712	0.8699453	0.9380863	0.8606657	1.2398557	0.8696076	2.0767603	0.3861004	0.8244023	1.1985869	0.9351621	1.738828
E070	Brain Germinal Matrix	0.9355672	1.0824515	1.1797753	1.0130949	0.8850363	1.0105324	1.2401112	0.9859988	0.9610371	1.9066504	1.6391376	1.0834236	1.3083176	0.6427916	0.256476
E071	Brain Hippocampus Middle	0.9693049	1.1977728	1.5239474	1.1233309	0.8172223	0.9211078	0.9659541	0.805153	0.9320415	2.4969795	0.9084027	1.0060362	1.3043478	0.7850526	0.8116883
E072	Brain Inferior Temporal Lobe	1.0002467	1.2040875	1.4780358	1.0050047	0.6748231	0.9501958	0.8780434	1.2099214	0.9075526	1.8643339	2.8341993	0.5685048	1.4425489	0.8023107	1.1502667
E073	Brain_Dorsolateral_Prefrontal_Cortex	0.961574	1.1461604	1.5633938	1.1023133	0.9543887	0.9498799	0.8012107	1.9734482	0.8774561	2.2145543	0.7356998	0	2.2269731	0.9063655	0.3125
E074	Brain Substantia Nigra	1.0080213	1.1115035	1.5674034	0.8825073	0.8702538	0.9146831	0.9115989	0.7980846	0.9229569	1.8560528	2.4521824	0.7117438	1.4302593	0.5867713	1.9739439
E075	Colonic Mucosa	0.9486458	1.0103911	1.4562534	0.8135114	1.0318658	0.9846578	1.1755584	1.4831294	1.0996247	2.5489072	1.190122	0.6688218	1.1769321	0.5555813	0.255102
E076	Colon Smooth Muscle	0.9402335	1.1712707	2.2995605	1.3971507	0.9493938	0.9624269	0.9624138	1.0722423	1.0001994	1.5683497	1.7798873	0.3624502	1.4416492	0.3958467	0
E077	Duodenum Mucosa	0.9640892	1.0460698	1.406076	0.9296772	0.8821409	0.9805736	0.9112886	1.3295662	0.9008134	2.2898266	1.6408814	0.75429	0.8830022	0.5736138	0.3064289
E078	Duodenum Smooth Muscle	0.9114944	1.0999792	1.5256819	1.3385328	0.8435884	0.9915825	0.9456265	0.9707881	0.9488582	1.7716187	0.4824702	1.1397635	0.9549512	0.4048457	0.1405185
E079	Esophagus	0.9933069	1.0089084	1.1120676	0.818299	1.2638302	0.9754108	1.0932735	2.8248588	1.0442158	3.3095723	1.0176391	0	1.8575455	0.6913903	1.1883541
E080	Fetal Adrenal Gland	0.9642755	0.9761086	1.1312303	0.7944199	0.9735541	0.9091158	1.2172435	5.574136	0.9798953	1.4568437	1.2804097	0.9473884	1.9488429	0.6870828	0.1132631
E081	Fetal Brain Male	0.9289871	0.9406254	1.2291184	1.8234533	1.1683564	0.9498449	0.8214599	0	0.7149783	1.7231389	1.0330579	0	1.0914052	0.4546143	0
E082	Fetal Brain Female	0.9272048	1.1336644	1.373352	1.0727452	0.8332148	0.9845949	1.002276	2.2717592	0.9335945	1.5252519	1.6872891	0.4174203	1.0623519	0.6768324	0.5105688
E083	Fetal Heart	1.0328301	0.9279086	1.3076963	0.8323133	0.9468864	0.8716541	0.8400662	Inf	0.9606598	1.3538517	0.840925	0	1.2391574	0.8417092	0
E084	Fetal Intestine Large	0.9918148	1.0190696	1.2782665	0.8791692	0.9351916	0.9099709	0.9230414	0.7302602	0.9188159	1.5544567	1.6966068	0.7880221	1.1241721	0.7850761	1.0927635
E085	Fetal Intestine Small	1.0608566	1.0659066	1.2835781	1.0540184	0.8616344	0.8266757	1.5267176	0.2911773	0.9972296	1.4790796	1.3672409	1.3772524	1.0324965	0.8570131	0.5687694
E086	Fetal Kidney	0.9561672	1.1622639	1.9683434	1.0083109	0.8127852	1.0155286	0.8069578	1.1744747	0.7692713	1.4187332	2.0435967	0	0.6478659	0.3098085	0.447828
E087	Pancreatic Islets	0.9888362	0.9944942	1.3324971	1.1281779	0.6594308	0.9264183	0.5646102	0.5082592	0.8924073	1.5400185	NA	NA	1.1688517	4.9019608	0
E088	Fetal Lung	1.0167456	1.1115041	1.2000848	1.4385902	1.0536273	0.9139447	0.8615385	0.3434066	0.9348081	1.3796406	0.8409014	0.6882312	1.351617	0.1685441	0.6603566
E089	Fetal Muscle Trunk	0.9663541	0.9397004	1.1822974	0.9470238	1.1176824	0.8775623	1.4480552	3.4106412	0.9762823	1.6123758	1.3539541	0.8234689	1.2628996	0.9629466	0.7745933
E090	Fetal Muscle Leg	1.003687	1.1184837	1.2701129	1.108272	1.1565294	0.8082901	1.2182305	2.2201078	0.9214283	1.5830045	1.075483	0.8446965	1.2741897	0.9958157	0.4698365
E091	Placenta	1.0466637	0.9478537	1.134885	1.5680624	1.0460578	0.8547218	0.9629029	0	0.9032872	1.6639286	0.9111963	0.7091081	1.129093	0.8836411	0.7328692
E092	Fetal Stomach	0.9602068	0.9393895	1.1995997	1.2117836	0.841143	0.8227722	1.3500099	0.8263609	1.0688867	1.6902705	1.6791828	0.9006304	1.1830286	0.8763085	0.6425359
E093	Fetal Thymus	1.0783997	0.8876532	1.3921157	1.011943	0.9635826	0.9500044	1.0437405	0.2768549	0.704889	1.7600282	1.1839768	1.2716424	1.1880283	0.7240653	0.5497022
E094	Gastric	1.0256106	0.9840469	1.3148458	1.0408945	1.1119629	0.9523648	1.0787487	NA	1.0419859	NA	Inf	NA	1.6114855	0.636211	0
E095	Left Ventricle	1.0505089	0.9585186	1.4300896	0.8349892	1.0199843	0.8315862	1.6698292	3.9893617	0.9330141	2.1330764	0.356062	0.2621919	0.9221958	0.787049	0.5633803
E096	Lung	1.0285009	0.9082335	1.2576868	1.2161835	1.3261512	0.8750408	1.2721028	NA	1.0533668	2.6327337	6.3532402	Inf	1.0806318	0.6440566	0
E097	Ovary	0.9825084	1.0764263	1.5734426	1.4432943	1.0292217	0.8383173	1.0160389	4.8076923	1.1428627	2.3626181	1.7064846	0	1.3742926	0.3137747	0
E098	Pancreas	1.1440915	1.038973	2.899223	0.7968195	0.9607881	0.8337446	1.0430408	NA	1.0757886	NA	NA	NA	1.5152472	0.8580457	0
E099	Placenta Amnion	0.9693903	0.9700381	1.7120831	1.0403662	0.9697622	0.9376401	1.0743062	NA	1.0348504	1.2466999	0.9549578	3.0785018	2.6246719	0.7398976	Inf
E100	Psoas Muscle	1.085474	1.0392641	1.5142483	1.2385435	0.9395166	0.8102655	0.9687714	1.1284559	0.6349966	1.041016	0.8826125	0.8406894	1.3324918	0.5999829	0.1173985
E101	Rectal Mucosa Donor 29	0.95187	1.0412032	1.3747957	0.7379263	1.1114102	0.9520447	0.9839191	0.907544	0.9783487	2.1706564	2.2669311	0.8269931	0.8575764	0.580367	0.3556188
E102	Rectal Mucosa Donor 31	0.9516345	1.1551448	1.4252062	1.1580127	0.8734107	0.9858854	0.8911579	1.0883367	0.9438064	2.0008465	2.0016013	0.5925926	0.8590362	0.4987138	0.4159734
E103	Rectal Smooth Muscle	1.0096769	1.1652365	1.1944083	1.4884908	0.9739451	0.9281403	1.0309695	0.9285913	0.9366506	2.0054844	0.8312552	1.7974835	1.2313249	0.7466401	0.1074691
E104	Right Atrium	0.900754	1.0478211	1.6763595	0.7692397	0.9744843	1.1156732	1.2313952	NA	2.5575448	1.5521925	NA	NA	2.7447392	0.3548196	1.2302393
E105	Right Ventricle	0.9523294	1.0050433	1.7293049	0.8518811	1.137393	0.9093318	0.9188987	11.4678899	0.9832475	1.9714145	0.9103323	1.8604651	1.3842427	0.9984107	0.3372966
E106	Sigmoid Colon	0.9251054	0.849738	1.4527892	1.2661696	0.9368267	0.8841306	0.8723466	2.49066	0.9584348	1.7743666	1.3805798	0	0.943693	0.6046115	0.1218769
E107	Skeletal Muscle Male	0.9812011	1.0338126	1.3044317	0.7099107	1.0317824	0.8638507	1.006106	1.2498438	0.9457822	1.6916606	1.1146577	1.2019231	1.1045655	0.6963377	0.4517497
E108	Skeletal Muscle Female	0.9754265	1.2403727	1.4815917	0.6374801	0.9792489	0.9167981	0.9195353	0.6048692	0.8519576	1.9837641	1.2839168	0.461574	1.2548176	0.6558606	0.3906686
E109	Small Intestine	0.9608656	0.9738679	1.2793848	0.9187029	0.6214703	0.9377965	0.3288392	0.5591278	0.763829	2.2179732	0	0	1.2015292	0.2624328	NA
E110	Stomach Mucosa	0.9261449	1.0592783	1.5663182	1.0836905	0.9469218	0.9631381	0.8011688	0.962001	0.8377657	1.8361127	0.8068657	0	0.89982	0.2332634	0
E111	Stomach Smooth Muscle	0.9268319	1.3000871	1.1201004	1.2216201	0.8347757	0.9352016	0.9044254	1.0064159	1.0558652	1.7425754	1.2970169	1.2518256	2.0073603	0.4749816	0.1698947
E112	Thymus	1.0748463	1.1426275	1.3117726	0.9913442	0.6966507	0.8500511	0.7962508	0.9130336	0.8498797	1.6638306	1.5702109	0.8685582	1.1639024	0.6982139	0.3572279
E113	Spleen	1.0238483	0.9014708	1.450992	1.0570974	1.0121282	0.9314229	0.94089	NA	1.1296644	3.7593985	4.5454545	0.8438819	1.2376238	0.7589757	2.8818444
E114	A549 EtOH 0.02pct Lung Carcinoma Cell Line	1.0788665	0.9805439	1.1971641	1.5631979	0.7509375	0.859945	0.8893425	3.9772727	0.7688645	2.1015085	3.875969	2.1299255	0.9782721	0.6064369	0.5003252
E115	Dnd41 TCell Leukemia Cell Line	1.0097132	0.9722415	1.3873574	0.9159283	0.7858378	0.930798	0.9557327	0	0.7887205	1.5538458	4.7281324	1.1587486	0.9948481	0.3878636	0.6595898
E116	GM12878 Lymphoblastoid Cells	1.1544421	0.8476453	1.1557117	1.019268	0.9593442	0.8334145	0.9570197	0	0.7573542	1.9808902	1.3995801	0	0.7486539	0.7807568	0.5228303
E117	HeLa-S3 Cervical Carcinoma Cell Line	1.0194781	1.0927524	1.5611386	0.8740113	0.8017166	0.8582879	0.8045275	Inf	0.6306601	2.0814495	3.9370079	NA	0.2492833	0.5517868	0.3212206
E118	HepG2 Hepatocellular Carcinoma Cell Line	0.8705641	1.4118311	1.4085134	1.2848839	0.8223726	0.9504419	0.9350214	0.6265889	0.9161333	1.5092098	1.3444926	1.0215664	0.7362686	0.4468663	0.4086428
E119	HMEC Mammary Epithelial Primary Cells	1.0350446	0.9187171	1.1743107	0.8845984	0.8778668	0.9693964	1.068425	0	0.8642845	1.9714716	0.513347	2.3006135	0.7206558	0.9305615	0.2534983
E120	HSMM Skeletal Muscle Myoblasts Cells	1.0411378	1.1328789	1.1561312	1.1317094	0.9143427	0.9202549	1.2209152	1.0509721	0.8170904	1.920647	0	0	0.9150223	1.0227479	0.4678727
E121	HSMM cell derived Skeletal Muscle Myotubes Cells	0.9804272	1.0221852	1.0538888	0.9801329	0.9897633	0.934091	1.1676397	0.348675	1.0538642	1.4441939	2.2556391	NA	1.2617828	0.9626556	1.3154433
E122	HUVEC Umbilical Vein Endothelial Primary Cells	0.9983542	0.9951772	1.081281	0.98413	1.1675745	0.983821	0.8949705	0	0.9016291	1.0359501	0.5643341	0.2329373	0.4708985	0.5428882	0.109499
E123	K562 Leukemia Cells	1.2038517	0.9460196	1.141738	1.2104667	0.8387097	0.7940563	0.8996063	3.0674847	0.6948472	1.765285	0.2766252	0	1.1317018	0.5310871	0.6817321
E124	Monocytes-CD14+ RO01746 Primary Cells	1.0020067	1.0248481	1.42311	1.1744563	0.987443	0.9230089	0.9228344	0.4280822	0.842012	1.4899684	1.0221813	0.9063195	0.9016306	1.065743	0.8338469
E125	NH-A Astrocytes Primary Cells	1.0358142	1.0301345	1.1522977	1.1419035	0.8135814	0.9288959	1.1988212	0.9569378	0.8694208	1.5825011	1.3230013	0	1.0158587	0.3020844	0.2918856
E126	NHDF-Ad Adult Dermal Fibroblast Primary Cells	1.0040258	1.0931242	1.1745563	0.5322472	0.7499281	0.9596526	0.9521701	0	0.9294684	1.6615152	0.3082614	6.993007	0.9337068	0.7312614	0.5494505
E127	NHEK-Epidermal Keratinocyte Primary Cells	1.0993806	1.0771813	1.1061758	0.8274047	0.8244115	0.8961391	1.1123471	0.7931787	0.9287207	1.1928987	0.4994173	0.4328068	0.980905	0.8511707	0.380215
E128	NHLF Lung Fibroblast Primary Cells	1.0116057	1.0815208	1.0086928	0.7891952	0.712896	1.0074461	1.0927303	0.2408478	1.0550444	1.3675733	2.0576132	0	1.193965	0.5970404	0.4678727
E129	Osteoblast Primary Cells	1.1301842	1.237077	1.0127863	0.7127738	0.7749218	0.8655767	0.9587608	0.2871913	1.0286931	1.2573223	0.3963535	3.3195021	0.8071025	0.4385595	0.3026482
