EID	Standardized.Epigenome.name	15_Quies	1_TssA	14_ReprPCWk	9_Het	7_Enh	5_TxWk	2_TssAFlnk	10_TssBiv	4_Tx	13_ReprPC	12_EnhBiv	11_BivFlnk	8_ZNF/Rpts	6_EnhG	3_TxFlnk
E039	Primary T helper naive cells from peripheral blood	1.2741004	0.7210211	1.2024606	1.0683227	0.9656971	0.7726465	0.7743641	1.1862396	0.6007379	0.8924225	0.9943653	0.8668516	0.5702289	1.0834795	0.6743088
E040	Primary T helper memory cells from peripheral blood 1	1.2320043	0.6740847	0.9958722	1.396565	0.9834416	0.7228817	0.842004	0	0.4939812	0.7163529	0.6252931	1.6438356	0.563984	1.1465583	0.4905167
E041	Primary T helper cells PMA-I stimulated	1.3291713	0.6665503	1.2614815	1.0856808	0.9916721	0.6786569	0.8875141	1.4524328	0.6332324	0.9068474	0.4642885	1.3607125	0.6381464	0.9380207	0.5028247
E042	Primary T helper 17 cells PMA-I stimulated	1.2828142	0.5423729	1.1425206	0.9524112	0.9289946	0.7174101	0.9306337	6.5681445	0.6748707	0.9492845	0.7828226	1.1019284	0.6239082	0.9049495	0.657383
E043	Primary T helper cells from peripheral blood	1.3364351	0.5916017	1.1406817	1.1383431	1.0453905	0.7380952	0.736338	0	0.6178688	1.0001277	1.5597582	0.633232	0.5716115	0.9441663	0.9313589
E044	Primary T regulatory cells from peripheral blood	1.3475582	0.562153	1.0779241	1.0760244	0.9550601	0.7726747	0.8539605	0.7127584	0.6356714	0.9677196	0.5227938	0.7634647	0.8973975	0.817216	0.971223
E045	Primary T cells effector/memory enriched from peripheral blood	1.2699717	0.592382	1.0125048	1.026728	1.0202957	0.7473106	0.9442968	3.6991369	0.6372956	0.6698921	0.7716049	0.8455945	0.7594345	0.7599182	1.4211886
E046	Primary Natural Killer cells from peripheral blood	1.32047	0.7111131	1.2518843	1.0907842	0.9961154	0.7958427	0.7771792	0	0.6111097	0.7710761	0.6199884	0.1861158	0.9331582	0.9374363	1.0843849
E047	Primary T CD8+ naive cells from peripheral blood	1.2304398	0.6389725	1.1546599	1.1731581	0.9773354	0.7224799	0.8867355	0	0.5061151	0.7135467	1.3445789	0.7225434	0.4809041	0.9231553	1.7430279
E048	Primary T CD8+ memory cells from peripheral blood	1.230777	0.6273436	1.0970107	0.9061718	0.9945255	0.7089936	0.9557715	0	0.5605305	1.123447	0.6609385	0.3581662	1.0734043	1.1077118	1.0918521
E049	Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells	1.3770563	0.6061087	1.405912	1.0680688	0.9147953	0.6671365	0.9074256	0	0.6482568	1.4480346	1.3311148	0.6472492	0.6392004	0.7204278	0.7031937
E050	Primary hematopoietic stem cells G-CSF-mobilized Female	1.3394246	0.740398	1.1582576	1.3113043	0.991274	0.7678491	0.8109743	1.6393443	0.6507328	1.0508104	0.907441	0.3747283	0.5890218	0.8373261	0.7357269
E051	Primary hematopoietic stem cells G-CSF-mobilized Male	1.3047638	0.771323	1.3326246	1.4471072	1.0124858	0.7927622	0.9189027	1.7391304	0.6770627	1.0350913	1.1070928	0.4822531	0.6283563	0.7194316	1.1138959
E052	Muscle Satellite Cultured Cells	1.3746398	0.6368348	1.1132223	1.1779334	0.9516049	0.710893	0.8895214	1.5489467	0.6420472	1.2790532	0.9124088	0.4273504	0.8136145	0.6191749	0.6238581
E053	Cortex derived primary cultured neurospheres	1.329783	0.7364828	1.1343928	1.2039072	1.0976598	0.7629283	0.7299551	0.5858231	0.6549075	1.0985353	0.7549069	0.6291004	0.7496135	1.1204661	1.0689471
E054	Ganglion Eminence derived primary cultured neurospheres	1.3724236	0.6461761	1.1331388	1.2380198	1.0333278	0.6960421	0.8685325	0.2260398	0.6531065	1.0937118	0.4042037	0.8683571	0.7135604	1.2089559	0.7845774
E055	Foreskin Fibroblast Primary Cells skin01	1.4533222	0.7433131	1.0864383	1.6315518	0.9007114	0.6892164	0.8864912	1.2401819	0.6691812	1.3444036	1.1220983	0.3995206	0.8585165	0.8630477	0.6598198
E056	Foreskin Fibroblast Primary Cells skin02	1.33933	0.7646348	1.3634413	1.6403245	0.9611378	0.6373946	0.7708325	0.5045409	0.7127857	1.3851559	1.3959429	0.5085608	0.5281225	0.7424242	0.6153248
E057	Foreskin Keratinocyte Primary Cells skin02	1.2321769	0.74261	1.3828434	1.0560643	1.0776271	0.759931	0.809438	0.6671114	0.6694165	1.879642	1.4319321	0.3681885	0.6546645	0.9561695	0.3751407
E058	Foreskin Keratinocyte Primary Cells skin03	1.2804957	0.8226421	1.3857469	1.0515355	1.041924	0.7869123	0.8308873	0.3210067	0.6591797	1.7994294	0.9413778	0.5712654	0.6677699	0.8091904	0.5427796
E059	Foreskin Melanocyte Primary Cells skin01	1.1696121	0.6604713	1.6226595	1.0624207	0.8953223	0.7521144	0.7222438	0.9727626	0.6092844	1.4944876	0.7854637	1.0085164	0.8530068	0.6312714	0.474866
E061	Foreskin Melanocyte Primary Cells skin03	1.1720117	0.6563811	1.7339712	1.0804767	0.9649011	0.8510592	0.6970808	0.4026089	0.6400907	1.1362877	1.322314	0.7354969	0.6130134	0.5702643	0.7379166
E062	Primary mononuclear cells from peripheral blood	1.3636128	0.7866892	1.2264851	1.1161831	1.0054967	0.7470161	0.6423786	1.3449899	0.642644	0.982801	0.9095634	0.713691	0.5298364	0.8838161	0.9544262
E063	Adipose Nuclei	1.3910627	0.7339024	1.2256641	1.193831	0.8384807	0.7976189	0.7465887	1.0865628	0.5942728	1.2273019	0.8302889	1.1331445	1.0775662	0.4598211	0.7411525
E065	Aorta	1.2607218	0.7259096	1.5598172	1.2069025	1.0147717	0.7515658	0.6453695	0	0.6531268	2.3395233	0	0	0.9777183	1.1590313	0
E066	Liver	1.1773195	0.7023423	1.7378367	1.2440251	0.9479141	0.7787133	0.8633094	1.2674271	0.6425218	1.8884966	1.0140274	0	1.1143965	0.6442196	0.7208506
E067	Brain Angular Gyrus	1.2659752	0.7061833	1.2071741	1.3864295	0.8621928	0.7681914	0.8407004	0.2827255	0.6193706	1.1672802	1.8656716	0	0.6670224	0.492108	0.9308098
E068	Brain Anterior Caudate	1.2981217	0.7000899	1.1062912	1.1078336	0.9744091	0.824867	0.8637842	0.4300151	0.5699388	0.6372268	0	0.4399472	0.5277902	0.4596582	1.2572686
E069	Brain Cingulate Gyrus	1.2671144	0.6909299	1.245262	1.2402305	0.8810871	0.7767676	0.9874953	0.4704775	0.5948187	1.3523376	0.2427184	0.2663825	0.3968254	0.4928405	0.724113
E070	Brain Germinal Matrix	1.31117	0.6910744	1.1047408	0.9726854	1.0014656	0.7391142	0.9290732	0.6572658	0.6274515	0.9102882	0.4959333	0.448488	0.6818834	0.802783	0.872818
E071	Brain Hippocampus Middle	1.2534525	0.7706784	1.3698544	1.1003939	0.9664157	0.7957832	0.9615213	0.1385809	0.6213242	1.072023	0.3373819	0.3611412	0.6315242	0.5046098	0.9697977
E072	Brain Inferior Temporal Lobe	1.2889618	0.7088687	1.1779013	1.4570051	0.9487474	0.7628089	0.7010642	0.2814919	0.6257793	1.5374808	2.4193548	0.4392708	0.4411505	0.5424889	0.8535336
E073	Brain_Dorsolateral_Prefrontal_Cortex	1.2461288	0.6586797	1.421077	0.996575	0.9256889	0.7528571	0.9954356	0.925681	0.6440548	1.2852469	1.0570825	0	0.6527415	0.4558452	0.7771215
E074	Brain Substantia Nigra	1.2053694	0.7028386	1.4785539	1.3447047	0.9295496	0.7852725	0.8523249	0.2857143	0.6116715	0.9692606	0.3965107	1.2158055	0.5909168	0.4943852	0.7851348
E075	Colonic Mucosa	1.2442274	0.7950139	1.2779684	1.1106269	0.9811193	0.7123922	0.6922221	1.4455509	0.5987863	0.6170618	0.3765769	0.2593137	0.6164384	0.7974084	0.4513654
E076	Colon Smooth Muscle	1.2900547	0.6699045	1.2355441	1.5372199	0.8911248	0.7038782	0.8960769	0.6300205	0.6065352	0.6234171	0.8239495	0.6743088	0.7976352	0.4078303	0.8378718
E077	Duodenum Mucosa	1.3474694	0.6309872	1.5332605	1.0283718	0.9209217	0.7082195	0.912193	0.7900142	0.6407687	0.8891763	2.2824536	0.6268937	0.9075096	0.5815509	0.5308795
E078	Duodenum Smooth Muscle	1.3670881	0.7607733	1.2552431	1.0711879	0.8726449	0.7270738	0.9293464	0.9027308	0.5951395	1.0406574	0.6554154	0.2744614	1.2343214	0.5566112	0.8734387
E079	Esophagus	1.2840019	0.7437936	1.1943305	1.3030299	1.1194097	0.7516819	0.6356225	5.1768766	0.6351065	1.2195122	0.6902502	0	0.600781	0.607037	2.8291621
E080	Fetal Adrenal Gland	1.3749683	0.6923728	1.4366767	1.0847616	1.0412935	0.6151487	0.9154442	0.209468	0.6589017	1.4743425	0.7180734	0.5905927	0.318609	0.6118403	0.7825601
E081	Fetal Brain Male	1.2289581	0.734373	1.1443713	1.0534254	0.9876157	0.7014335	0.7468616	2.7906977	0.6232222	1.0623581	0.8468476	1.2562814	0.5759263	0.2891845	0
E082	Fetal Brain Female	1.3117892	0.6538444	1.0309766	1.2274349	0.9735173	0.7620152	0.9739844	1.0218564	0.6259737	1.1049315	0.7427581	0	0.8769064	1.0146303	0.7930214
E083	Fetal Heart	1.220195	0.7685486	1.1808931	0.8438819	0.8492826	0.7181244	0.8292201	0	0.6130946	1.237677	0.8910009	0	0.6611813	0.672495	0
E084	Fetal Intestine Large	1.4373476	0.6375803	1.3694711	1.0562946	0.8578699	0.6912596	0.7992789	1.6307893	0.6257677	1.1781685	0.3327344	0.6223421	0.5575416	0.6203535	0.5615454
E085	Fetal Intestine Small	1.4606338	0.6327294	1.4804795	0.9999236	0.8463594	0.7464924	0.9131378	1.2761885	0.6740408	1.0412455	0.7118451	0.459897	0.6971104	0.6894859	0.7282732
E086	Fetal Kidney	1.2768644	0.7239206	1.3497035	1.258958	0.8860898	0.6880258	1.0113376	0.331071	0.5899843	0.6997481	0.3495281	0.7204611	0.4218762	0.8194889	1.6966407
E087	Pancreatic Islets	1.1673642	0.7323228	1.1787298	1.4018508	0.7656208	0.6528171	1.2098992	1.8538136	0.5356985	1.3741816	Inf	NA	0.8383108	0	0
E088	Fetal Lung	1.3506489	0.660401	1.3304362	1.2923364	0.9367579	0.7065294	0.9771041	0.4239084	0.6257772	1.2635042	0.7815788	1.0004002	0.5586176	0.8928776	1.4211274
E089	Fetal Muscle Trunk	1.3156149	0.7648301	1.3910294	1.0140294	1.0508661	0.7250269	0.6829855	0.3697541	0.668058	1.1379686	1.0029407	0.49636	0.5991791	0.6147982	0.9199632
E090	Fetal Muscle Leg	1.3380402	0.7770722	1.3476541	1.0052948	1.1940718	0.7944508	0.6292559	0	0.6524039	1.2113363	0.8388404	0.2924689	0.6204856	0.6697075	0.8458285
E091	Placenta	1.3589989	0.7021415	1.4254403	1.0222204	0.9470261	0.6534804	0.8120578	1.2605042	0.6596	1.3202534	0.7049318	1.1422769	0.7159545	0.5333084	0.7064641
E092	Fetal Stomach	1.4000566	0.7086352	1.2958373	1.169139	1.2595926	0.7374859	0.7629254	0.8535336	0.6460051	1.3552825	1.0079864	0.25896	0.5824343	0.7743223	0.8114249
E093	Fetal Thymus	1.3209227	0.6744562	0.9276935	1.0414328	1.1636454	0.7888315	0.8957345	0.353857	0.6599159	0.64379	0.462036	0.7174069	0.9488916	0.6824292	0.6295743
E094	Gastric	1.3259678	0.7453159	1.7958359	1.1826394	0.9930532	0.7191272	0.8324662	0	0.644289	NA	0	NA	0.7014672	0.7040624	0.7698229
E095	Left Ventricle	1.3485903	0.704491	1.2751537	1.1560588	1.005336	0.7794385	0.8057346	0	0.6406844	1.4965945	1.6532829	0.5882353	0.4186728	0.6209877	0.8347245
E096	Lung	1.3094298	0.7634795	1.5923752	1.4258211	0.9236477	0.7654632	0.3376097	0	0.5895584	2.7909573	0	0	0.6504622	0.6984978	0.5265929
E097	Ovary	1.316605	0.7470397	1.3304917	2.0086467	0.9608517	0.7636816	0.8044128	0	0.5704622	1.05055	1.1037528	1.4245014	0.7143079	0.5622321	0
E098	Pancreas	1.3243693	0.703906	1.596285	1.3662767	0.9143477	0.7710187	0.6523039	NA	0.6394669	NA	0	0	0.7847997	0.8030821	1.8368846
E099	Placenta Amnion	1.2815778	0.7063917	1.6041715	0.7229206	0.8414994	0.6450103	0.5198459	3.4904014	0.5751265	1.092021	0.2548095	0	0.5696383	0.6278872	1.6393443
E100	Psoas Muscle	1.2374546	0.6944617	1.2763196	1.4050959	0.8943113	0.7263466	0.5985949	0.359389	0.6378928	0.7342914	2.6281209	1.1947431	0.3252561	0.4539265	0.4416961
E101	Rectal Mucosa Donor 29	1.3771047	0.7629556	1.2189216	1.4900952	1.036502	0.6781956	0.754628	1.7407606	0.6652542	0.8363826	0.3172086	0.440464	0.7107321	0.5740728	0.7756448
E102	Rectal Mucosa Donor 31	1.3925777	0.7774646	1.1898432	1.0454783	0.8230479	0.6793702	0.7676181	0.2214349	0.6308373	0.9391947	0	0.4959497	0.6087168	0.7528446	0.5515111
E103	Rectal Smooth Muscle	1.3288618	0.7356901	1.1452018	1.094302	0.920604	0.6649343	0.860613	0.7945178	0.6232153	0.722613	0	0.9718173	0.905734	0.6206591	0.739645
E104	Right Atrium	1.0560498	0.6891267	1.2366862	1.0733899	0.8506092	0.9104868	0.8101708	0	0.6910319	4.575961	26.3157895	NA	0.485594	0.1840265	0.7297938
E105	Right Ventricle	1.3008553	0.6890739	1.5444478	1.0559056	0.9582455	0.73366	0.7470079	0	0.581021	1.7272912	0	3.452244	0.5235054	0.5603579	1.6964635
E106	Sigmoid Colon	1.2955965	0.6924584	1.4435197	1.0199273	0.9848955	0.7227481	0.4134509	0.8159935	0.689419	1.0313265	0.4672897	0	0.7375591	0.7152863	1.1976048
E107	Skeletal Muscle Male	1.319183	0.6815139	1.3673989	1.0790313	0.9398128	0.719945	0.8360088	0.5630631	0.6356764	1.070452	0.8069841	1.1266699	0.6721334	0.4238485	0.5899705
E108	Skeletal Muscle Female	1.3585746	0.6812716	1.3520378	0.7890971	0.9218935	0.7392748	0.8725761	0.9618027	0.6018044	1.1370789	1.2660231	0.6912215	0.8323622	0.4766923	0.7082153
E109	Small Intestine	1.1735316	0.7052437	1.5270771	1.0261456	0.7492048	0.6648936	0.7719453	0.9372071	0.5774256	1.1592394	0.2273761	0	0.4065041	0.6909895	0
E110	Stomach Mucosa	1.2011728	0.7498678	1.3052418	1.1009336	0.8044497	0.7006017	0.853173	0.6216328	0.4843259	0.8727842	0.7143814	0.6666667	0.6758583	0.6817453	1.1813349
E111	Stomach Smooth Muscle	1.3679135	0.7480701	1.2044503	1.1525908	0.9294404	0.7639904	0.8811319	1.0273973	0.6066828	1.2797619	1.6051364	0.5573248	0.923662	0.7406071	0.9441842
E112	Thymus	1.3518891	0.6843816	0.9985805	0.8687999	1.1099961	0.7680815	0.8371861	0.635324	0.6787996	0.5381022	1.5783243	0.3189793	0.6845066	0.8990994	0.5526898
E113	Spleen	1.3235514	0.7774428	1.1859301	1.3164447	1.0087761	0.7679698	0.7198297	4.5454545	0.6301555	0.4604052	0.2585315	0	0.5330992	0.5333099	0.2928686
E114	A549 EtOH 0.02pct Lung Carcinoma Cell Line	1.2487144	0.6793037	1.4257733	1.0508933	1.1032911	0.7675541	0.8848641	1.2543117	0.6266155	0.6869327	0.6199628	0	1.0073943	0.5561271	0.293984
E115	Dnd41 TCell Leukemia Cell Line	1.1914758	0.7019689	1.461784	0.9087315	1.0954788	0.7180073	0.8440233	0	0.682284	0.8932805	1.4992504	2.3604788	0.6737808	0.5514537	0.8929121
E116	GM12878 Lymphoblastoid Cells	1.3275965	0.7324377	0.9659277	1.0498094	1.054269	0.7360351	1.0156101	4.0526849	0.6713625	0.5464083	1.1111111	0.3343363	1.0902263	0.70498	0.8437653
E117	HeLa-S3 Cervical Carcinoma Cell Line	0.9891968	0.6306067	2.3358291	1.138743	0.9819089	0.7489074	0.9238164	0	0.600564	2.1403774	1.5360983	0	0.9412397	0.6374736	0.5190183
E118	HepG2 Hepatocellular Carcinoma Cell Line	1.2838816	0.5544523	1.5046813	0.8300349	0.8831954	0.6426023	0.8669031	0.6534499	0.7505418	1.3997444	0.9641089	1.0010314	0.7178751	0.8889794	0.7340796
E119	HMEC Mammary Epithelial Primary Cells	1.1982375	0.6622517	1.595545	1.1316872	1.0789518	0.7233004	0.8370223	0	0.6131208	1.0848438	0.4502476	1.2139605	0.2624844	0.6559974	1.0466507
E120	HSMM Skeletal Muscle Myoblasts Cells	1.3897376	0.6900625	1.0363485	1.2501498	1.0697721	0.7278473	0.8167864	1.2989825	0.6610301	1.3656849	0.5070994	0	0.6855945	0.5666459	0.7563071
E121	HSMM cell derived Skeletal Muscle Myotubes Cells	1.3723718	0.7019122	1.1065009	1.066957	1.0229307	0.6894007	0.9697611	0.7624857	0.719713	1.3146337	2.071251	0	0.4570981	0.7419498	0.6928807
E122	HUVEC Umbilical Vein Endothelial Primary Cells	1.3274726	0.6189899	1.0841493	2.3338643	0.8763949	0.6714151	0.7944052	0.9057971	0.6523303	1.0776995	0.8047642	0.8903134	0.3589375	0.5080563	0.3771687
E123	K562 Leukemia Cells	1.2145389	0.7156583	1.1509531	1.0326404	1.0164723	0.8064052	1.0596803	0	0.7168929	1.1863439	1.3280212	0.9389671	1.0180001	0.6048727	0.8908009
E124	Monocytes-CD14+ RO01746 Primary Cells	1.3980398	0.6417135	1.0998957	1.0549817	1.0533843	0.8323993	1.0227047	1.0403121	0.5854934	1.3112697	0.4959647	0.3522677	0.6268589	0.5979348	0.7041152
E125	NH-A Astrocytes Primary Cells	1.3097428	0.6169161	0.975681	0.8677267	0.9543145	0.7038768	1.0136591	0.3629764	0.6738259	1.5809326	1.0021714	0.2367985	0.6090134	0.9232942	0.5678592
E126	NHDF-Ad Adult Dermal Fibroblast Primary Cells	1.2888282	0.6685743	1.1975559	0.8510638	1.0024957	0.7344187	1.0535188	1.6713092	0.6352352	1.0357328	0.6743088	0.8726003	0.3595053	0.6025911	0.8513859
E127	NHEK-Epidermal Keratinocyte Primary Cells	1.2965742	0.6325799	1.3052532	1.0078458	1.0232916	0.6909596	0.8725616	1.8628281	0.6969645	1.3198526	0.8164217	0.6009615	0.2916444	0.7318619	0.9953963
E128	NHLF Lung Fibroblast Primary Cells	1.3286271	0.7070136	1.1229136	0.8475066	0.8094161	0.7136729	0.7753162	2.2261799	0.6967757	1.215838	0.7789679	0.7473842	0.2245005	0.8219834	0.7807214
E129	Osteoblast Primary Cells	1.3898858	0.6778796	1.1343775	1.1407986	0.945356	0.6716711	0.8582267	0.2095997	0.6670993	1.3389044	0.7717538	0.7849294	0.4889179	0.9214395	0.5869693
